,date,statement,label
211,"Feb 6, 2019",NEW JERSEY STUDENT Rejected From National Honor Society Over Trump Quote [VIDEO],fake
212,"Feb 6, 2019",WATCH: MIKE ROWE SLAMS DEMS On Refusal To Stand During SOTU: “Dangerous” [Video],fake
213,"Feb 6, 2019",WHY Was Identity Of ILLEGAL IMMIGRANT and MS-13 ANIMAL Kept A Secret After He Was Arrested For Murdering A Man On NYC Subway?,fake
214,"Feb 6, 2019",THE FACE OF EVIL: Fox News Zeroes In On Schumer As Trump Explains How DEMOCRAT Lawmakers Cheered Over Abortion Of Full-Term Babies [VIDEO],fake
215,"Feb 6, 2019",“WATCH YOUR A$$” DID DEM ROSEN WARN DEM SINEMA Who Was The Lone Democrat Applauding Trump? [Video],fake
216,"Feb 6, 2019",JUST IN: Virginia Attorney General Confesses Blackface Moment…Third In Line For VA Governor,fake
217,"Feb 6, 2019",WATCH: THE MOMENT DEMOCRATS Realize They Just Got OWNED By President Trump On Immigration,fake
218,"Feb 6, 2019",TRUMP JUST MADE IT HARDER for Pelosi and Schumer to Work Against Wall Funding [Video],fake
219,"Feb 6, 2019","SUCCESS! TRUMP GETS THE LAST LAUGH: Makes Pelosi, Schumer, Sanders Squirm, Scowl and Chew During Amazing SOTU Speech",fake
220,"Feb 5, 2019",RIDICULOUS DEM WOMEN WEAR WHITE TO SOTU…One Key Fact They Forgot About President Trump,fake
221,"Feb 5, 2019",WATCH: Anti-Israel Congresswoman Ilhan Omar Literally RUNS AWAY When CNN Asks Her If She Supports Boycotting Israel,fake
222,"Feb 5, 2019",WATCH: SEN CORY BOOKER Shut Down By Kavanaugh Replacement After His Rude Questions On Religion [Video],fake
223,"Feb 5, 2019",“ART EXHIBIT” INVITES People To Abuse Ivanka Trump Lookalike…Feminist Irony Alert!,fake
224,"Feb 4, 2019",BREAKING: SENATE DEMS Block GOP Anti-Infanticide Bill [Video],fake
225,"Feb 4, 2019",WATCH: Ralph Northam REFUSED To Shake Hand Of BLACK OPPONENT At Conclusion Of Debate [VIDEO],fake
226,"Feb 4, 2019",DEMOCRAT OCASIO-CORTEZ Announces Her SOTU Guest…It Says Everything [Video],fake
227,"Feb 4, 2019",SOCIALIST Rep. Ocasio-Cortez THREATENS NFL Owners Who Refuse To Hire Kneeling Kaepernick With Massive Tax Increase,fake
228,"Feb 4, 2019",QUOTE OF THE DAY From Fmr SF Mayor On His Extramarital Affair With Democrat Kamala Harris,fake
229,"Feb 3, 2019","WATCH: CBS Rejects Awesome Pro-Flag, Anti-Kaepernick ‘Just Stand’ Super Bowl Ad: “For those who kneel…” [Video]",fake
230,"Feb 3, 2019",KEY DEM GOES AGAINST PELOSI: Agrees That a “Physical Barrier” Should Be Built [Video],fake
231,"Feb 3, 2019","CHILLING VIDEO: AMERICAN ANARCHIST SHOT DEAD In Acapulco, Mexico After Claiming City Is “Safer Than Chicago”",fake
232,"Feb 2, 2019",TOP SEN SCHUMER AID Pushed Out For Doing Same Thing Bill Clinton Was Impeached For,fake
233,"Feb 2, 2019",PHOTOS: President Trump Golfs With Two Legends During First Trip To Mar-a-Lago In 2019,fake
234,"Feb 2, 2019","Donald Trump Jr. DESTROYS Kamala Harris In One BRUTAL Tweet Showing Her Support For KKK, Black Face Democrat Gov Northam",fake
235,"Feb 2, 2019",JUST IN: CNN Issues Correction After Calling Virginia Governor A Republican [Video],fake
236,"Feb 2, 2019",WATCH: BILL MAHER Makes Racist ‘Popeyes Chicken’ Remark to Black Congressman Will Hurd #BillMaher #PopeyesChicken,fake
237,"Feb 1, 2019","DEADLY TYPHUS OUTBREAK In RAT-INFESTED, Socialist, Sanctuary City Of Los Angeles [VIDEO]",fake
238,"Feb 1, 2019",JUST IN: PHOTO OF DEMOCRAT VA GOV Next To People Wearing KKK Hood and Black Face In Yearbook Is Revealed,fake
239,"Feb 1, 2019",JUST IN: “Waste Of Time”…Trump Ready For Action On Border Security…Considering One Big Option [Video],fake
240,"Jan 31, 2019",BIGGEST CRACKDOWN EVER: Chinese Birth Tourism Scam Sells American Citizenship For Big Bucks,fake
241,"Jan 31, 2019",EXPLOSION And FIRE At MI Gas Plant Triggers Emergency Request From Global Warming Alarmists To Turn Down Heat: “This truly is an unprecedented crisis”,fake
242,"Jan 31, 2019",JUST IN: STUBBORN PELOSI VOWS: No Wall Money in Legislation…Trump Claps Back [Video] #StateOf Emergency #BuildTheWall,fake
243,"Jan 30, 2019",WATCH: DEMOCRAT VIRGINIA GOVERNOR Endorses Infanticide After VA Democrats Seek Abortion During Labor Bill In State House,fake
244,"Jan 30, 2019",ROGER STONE: ”No One Read Me My Rights”,fake
245,"Jan 29, 2019",BAD NEWS FOR DEMS! Trump Takes Shocking Spot In Poll Asking Dems Who They Prefer In 2020,fake
246,"Jan 29, 2019",BREAKING: Crazy Scene As Roger Stone Enters D.C. Courthouse…Screaming Leftists Shout “Lock Him Up!” [Video],fake
247,"Jan 28, 2019",STARBUCKS’ SCHULTZ Heckled By Angry Leftist As He Mentions Presidential Run [Video],fake
248,"Jan 28, 2019",COMEDY GOLD! Gillette Razor Ad Meets Covington Catholic Kids In HYSTERICAL Parody VIDEO,fake
249,"Jan 28, 2019",POLICE PRAISE GUN OWNER Who Stopped Man Driving SUV Traveling 70 MPH With Road Rage Victim Clinging To Hood [VIDEO],fake
250,"Jan 27, 2019",LOL! Huffington Post Opinion Writer Whines About Being FIRED Only Days After He Trashed Covington Kids On Twitter,fake
251,"Jan 26, 2019",MODEL DECIDES To STOP HIDING Her Support For Trump From Anti-Trump Fashion Industry: “I think Trump is great for women”,fake
252,"Jan 26, 2019",BREAKING: Flesh Eating Bacteria Found On Central American in Border Patrol Custody: “We have to provide treatment for them.”,fake
253,"Jan 25, 2019",JUST IN: LEFTIST RAG “The Telegraph” Apologizes…Pays Melania “Substantial Damages” For SIX Big Lies In Recent Article,fake
254,"Jan 25, 2019",BREAKING: President Trump Makes Huge Announcement On Shutdown [Video],fake
255,"Jan 25, 2019",JUST IN: Defiant Roger Stone Speaks Out On “Politically Motivated” Arrest By The Feds [Video],fake
256,"Jan 25, 2019","WATCH: DEM REP Admits Party Has ‘No Consensus’ On Plan For Border Security: “First, we have to open the government” [Video]",fake
257,"Jan 25, 2019",SEN LINDSEY GRAHAM Has Epic Comeback To Socialist Ocasio-Cortez For Saying The World Will End In 12 Years,fake
258,"Jan 24, 2019",“APPLAUSE LINE!” Nancy Pelosi Giggles and Fumbles Through Speech [Video] #WhatsUpWithNancy,fake
259,"Jan 24, 2019",REUTERS: US Will Begin Returning Asylum Seekers To Mexico On Friday [Video],fake
260,"Jan 24, 2019",“BIG DEAL THAT NEVER GOT REPORTED” Rep. Dan Crenshaw Calls Out Media For Ignoring GOP Efforts To Help Federal Employees,fake
261,"Jan 24, 2019",BREAKING: DEMOCRAT MANCHIN Makes Huge Announcement About Funding The Wall,fake
262,"Jan 24, 2019",WATCH: SEN LIZ WARREN Clueless On How Many Branches Of Government [Video],fake
263,"Jan 23, 2019",BREAKING: Sheila Jackson Lee Stepping Down From Congressional Black Caucus In Face Of Rape Coverup Allegations,fake
264,"Jan 23, 2019",Breaking: President Trump Recognizes New Leader In Venezuela…Denounces Maduro [Video],fake
265,"Jan 23, 2019",LAWYER FOR COVINGTON STUDENTS Gives 48 Hours Notice To Media To Retract [Video],fake
266,"Jan 23, 2019","“This is libel. Retract, or get sued.”…Lawyer Puts Democrat Ilhan Omar On Notice For Trashing Covington Students",fake
267,"Jan 22, 2019","DISGUSTING! Mainstream Media HERO and TEENAGER BULLY, Nathan Phillips, Caught In HUGE LIE About Serving In Vietnam",fake
268,"Jan 22, 2019",JUST IN: Elitist John Kerry Just Told an International Audience That President Trump Should Resign #JohnKerry,fake
269,"Jan 22, 2019",HOLY FRAUD! Did Nathaniel Phillips LIE About Being A Marine Recon Ranger In Vietnam?,fake
270,"Jan 21, 2019",WATCH: Fox News Flashes Photo Suggesting Ruth Bader Ginsburg Is Dead [Video] #RuthBaderGinsburg #SupremeCourt,fake
271,"Jan 21, 2019",ACTRESS PATRICIA HEATON Stands Up For Covington Kids In Epic Statement #CovingtonCatholic #PatriciaHeaton,fake
272,"Jan 20, 2019",WATCH: Rapper Threatens Teens Wearing MAGA Hats [Video],fake
273,"Jan 20, 2019",WOW! NEW VIDEO SHOWS Native American Nathaniel Phillips Being Prompted By “Black Israelites” Hate Group To Confront Covington Catholic Boys Wearing MAGA Hats,fake
274,"Jan 20, 2019",AWESOME! Maria Bartiromo Goes At It With Elitist Democrat Debbie Dingell On Border Wall Opposition By Democrats,fake
275,"Jan 19, 2019",TOP SIX TWEETS By Lawmakers Accusing and Threatening President Trump Over Fake News BuzzFeed Story,fake
276,"Jan 19, 2019",PELOSI CAUGHT Flying Commercial Leaving D.C….TRUMP Stays In D.C. Ready To Negotiate [Video],fake
277,"Jan 18, 2019",TED CRUZ Laughs At Democrats: They Voted In Favor of 350 Miles Of Border Wall In 2013…Now They Shut Down Government To Stop 234 Miles [VIDEO],fake
278,"Jan 18, 2019",JUST IN: GOP Leaders Blast Pelosi After She Appoints Radical Anti-Semite Ilhan Omar to Foreign Affairs Committee,fake
279,"Jan 17, 2019",ILLEGAL ALIEN Detained For Sexual Battery And Sexually Explicit Photos Of A Child #SecureOur Border #BuildTheWall,fake
280,"Jan 16, 2019",HOW ARE THESE PEOPLE NOT IN JAIL? “Lynchpin” Bruce Ohr and Nellie Ohr Are At The Heart Of Phony Trump Dossier [Video],fake
281,"Jan 16, 2019",WATCH: Nancy Pelosi CAUGHT LYING About Secret Service After Trying To Convince Trump To Delay SOTU Speech,fake
282,"Jan 16, 2019",JUST IN: SOCIALIST OCASIO CORTEZ Appointed With Maxine Waters To Panel Overseeing Financial Sector…Lord Help Us,fake
283,"Jan 16, 2019",A NEW LOW FOR THE LEFT: Activists Hand Out Fake WaPo Newspapers Declaring: “Trump hastily departs White House”,fake
284,"Jan 15, 2019",GRANDSON OF ATTORNEY GENERAL NOMINEE Steals The Show During Hearings With Notes Caught On Camera,fake
285,"Jan 15, 2019",NEW STUDY SHOWS 75% Of Illegal Aliens Commit Felonies,fake
286,"Jan 15, 2019",CNN TRIGGERED When Trump Jokes About First Lady Making Salads For The Clemson Tigers [Video],fake
287,"Jan 14, 2019",WATCH: WOMEN SLAMS DOOR On Secret Service While Questioning Her About Asking Someone To Shoot President Trump Between The Eyes,fake
288,"Jan 14, 2019",FAKE NEWS MEDIA Slams Rand Paul For Surgery In Canada…Leaves Out A Big Point,fake
289,"Jan 13, 2019",FANTASTIC! MARIA BARTIROMO BLASTS Dem Rep Over Lies About Russian Collusion [Video],fake
290,"Jan 12, 2019",5 INSANELY WASTEFUL Taxpayer-Funded Projects Democrats Could Slash To Fund Border Wall,fake
291,"Jan 12, 2019",14-Yr-Old Girl RAPED By 53-Yr-Old MS-13 ILLEGAL IMMIGRANT Gang Member Who Secretly Videotaped It…Blackmailed Her For More Sex [VIDEO],fake
292,"Jan 11, 2019",EPIC! BLACK and HISPANIC Trump Supporters RIP Into Pro-Sanctuary City Council [VIDEO],fake
293,"Jan 11, 2019",WHAT DID SHE JUST SAY? Young Lady Gives Trump AWESOME Advice On How To Beat Dems At Their Own Game On Border Wall [VIDEO],fake
294,"Jan 11, 2019",DEM REP: Trump Wants To Make ‘America Pure’…No ‘Folks Of Color’ [Video] #BuildTheWall #AmericaFirst,fake
295,"Jan 11, 2019",‘BUILD THE WALL’ Farmer Plows Huge Message Of Support For Trump…Trump Calls Him A “Great American”,fake
296,"Jan 9, 2019",WATCH: THINGS GET UGLY When Geraldo Rivera Tries To Defend Murders Of Innocent Americans By Illegal Immigrants,fake
297,"Jan 9, 2019",WATCH: LOCAL NEWS Catches Drug Smugglers Crossing Over Into Arizona With Two HUGE Bales Of Drugs On Their Backs,fake
298,"Jan 9, 2019","INCONVENIENT FACT CHECK…2014 Huffington Post Article: “80% Of Central American Women, Girls Are RAPED Crossing Into The U.S.”",fake
299,"Jan 8, 2019","COLLEGE STUDENTS SHOCKED At Who Made Immigration Comments…Trump, Obama, Hillary or Schumer? [Video]",fake
300,"Jan 8, 2019","POPULAR IMAM Calls The New York Times, “FOOLS!” For Publishing Sick Article Celebrating “Charitable” Islamic Terror Group",fake
301,"Jan 8, 2019",BUDGET CHIEF: TAX REFUNDS “Will Go Out” Despite The Shutdown,fake
302,"Jan 7, 2019",JUST IN: RUTH BADER GINSBURG News Could Spell DISASTER For Democrats,fake
303,"Jan 7, 2019",WATCH: HOLLYWOOD Actor Christian Bale Thanks “Satan” For Inspiring His Dick Cheney Role At Golden Globe Awards …Liz Cheney DESTROYS Him!,fake
304,"Jan 6, 2019",REP DAN CRENSHAW STANDS UP TO REP HANK JOHNSON: Stop Attacking Trump Supporters,fake
305,"Jan 6, 2019",PRESIDENT TRUMP Honors Family Of Beloved Police Officer Killed By Illegal Alien [Video],fake
306,"Jan 6, 2019",BLACK SUSPECTS ARRESTED In SHOOTING DEATH Of 7-Yr-Old Black Girl After Sister Describes Killer As “White Man With Blue Eyes”,fake
307,"Jan 6, 2019",NEW YORK TIMES Whips Trump and GOP Haters Into Frenzy…While FBI Investigates New Security Threat Against GOP Members,fake
308,"Jan 5, 2019",RIGHT ON! DAN CRENSHAW RIPS OCASIO CORTEZ On Her 70% Income Tax,fake
309,"Jan 4, 2019",JOKE OF THE DAY: THE PERILS OF BUILDING A SNOWMAN In The Age Of Snowflakes,fake
310,"Jan 4, 2019",JUST IN: Jobs Report Blows Past Expectations…Wages Up Too! #JobsReport #MAGA #Trumponomics,fake
311,"Jan 3, 2019",BERNIE SANDERS RESPONDS TO Sexual Harassment Claims During 2016 Campaign: “I was a little too busy” [VIDEO],fake
312,"Jan 3, 2019",SHOCK! MUSLIM COMMUNITY PATROL Cars Seen Cruising Streets Of New York City,fake
313,"Jan 2, 2019","50 PEOPLE Treated For TUBERCULOSIS, FLU, PARASITES and Other Diseases Every Day At Border Urgent Care Facility",fake
314,"Jan 2, 2019","HOUSE DEMOCRATS Propose Historic Rule Changes To Give Dems OPEN Checkbook To Fund Government, MORE POWER To Pelosi",fake
315,"Jan 1, 2019",KARMA: SIX TRUMP-HATING Comedians Who Seriously Harmed Or DESTROYED Their Careers In 2018,fake
316,"Dec 31, 2018",JOHN BRENNAN Lashes Out At Trump In “Pot Calling The Kettle Black” Moment,fake
317,"Dec 30, 2018",BUH-BYE MUSLIM Street Prayers…Paris FINALLY Recognizes They Have A Serious Problem,fake
318,"Dec 29, 2018",Rev Franklin Graham Responds To Facebook Ban For 2-Yr-Old Post: “Truth is truth. God made the rules and His Word is truth”,fake
319,"Dec 29, 2018",KARMA: VAPE SHOP WORKER Who Went Berserk and REFUSED Serve Customer Wearing Trump Hat and Sweatshirt Just Got Some VERY BAD News,fake
320,"Dec 28, 2018",STUNNING TEST RESULTS Reveal How MULTIPLE Email Providers Helped To Fix Midterm Elections For Democrats ,fake
321,"Dec 28, 2018",DIAGNOSIS REVEALED: Outrageous Reason Father Of Doomed Migrant Boy Brought Him On The Journey #CloseTheBorder #BuildTheWall,fake
322,"Dec 28, 2018",“DOING NOTHING BUT TAKING OUR MONEY” Trump Announces HUGE Change In Aid To Central American Countries,fake
323,"Dec 27, 2018",MICHAEL COHEN RESPONDS About What “Mueller Knows” After Journalists Claim His Cell Signal Puts Him In Prague In 2016,fake
324,"Dec 27, 2018",ALABAMA AG OPENS INVESTIGATION Into Dem Corruption During Roy Moore Election [Video],fake
325,"Dec 27, 2018",MELANIA MOCKED By The Left For Wearing Timberland Boots…Michelle Praised For Glittery Thigh-High Boots,fake
326,"Dec 27, 2018",QUESTIONS REMAIN: LINKEDIN BILLIONAIRE Behind Russian False Flag In Alabama Election Apologizes For “Failure’,fake
327,"Dec 27, 2018",A NEW LOW: CNN Asks If Soldiers Should Be Disciplined For Trump Signing MAGA Caps [Video],fake
328,"Dec 26, 2018",JUDGE JEANINE Demands President Trump Stands Firm On Border Wall: “YOU CANNOT BUCKLE!” [VIDEO],fake
329,"Dec 25, 2018","PARENTS OF 7-YEAR OLD Whose Phone Call With Trump Went Viral Tell The Media To Knock Off Politicizing The Call: Trump Was “Very Kind, Generous”",fake
330,"Dec 25, 2018",CHUCK AND NANCY TWEET IDENTICAL Anti-Trump Christmas Eve Messages In Embarrassing Gaffe,fake
331,"Dec 24, 2018",DEM SENATORS Challenge Trump Nominee Over “All Male Society” Membership in Knights of Columbus,fake
332,"Dec 24, 2018",ONE STUNNING GRAPHIC Reveals The INSANE Tax Burden Of Illegal Aliens On U.S. Citizens,fake
333,"Dec 24, 2018",WATCH MAXINE RUNNING SCARED: “We should get rid of this president” [Video],fake
334,"Dec 23, 2018",JUST IN: Jim Comey Blasted After He Lies About The Shutdown [Video],fake
335,"Dec 23, 2018",VIDEO Shows HORRIFIC Moment Tsunami Wipes Out Popular Band While Performing In Indonesia,fake
336,"Dec 23, 2018",SPOT ON! GRAHAM CALLS OUT SCHUMER: “Kowtowing To The Radical Left” [Video] #BuildTheWall,fake
337,"Dec 22, 2018",ARREST Of CHINESE CFO Exposes Stunning World Domination Plot,fake
338,"Dec 22, 2018",CAUGHT ON VIDEO: WASHINGTON REDSKINS STAR Freaks Out After Loss [Video],fake
339,"Dec 22, 2018",NEW SOMALI-MUSLIM CONGRESSWOMAN: Undocumented Immigrants “Are Much More Safer Than Folks Who Were American Born”,fake
340,"Dec 21, 2018",SARAH SANDERS Goes Scorched Earth On Democrat Lawmakers: “They have to decide if they hate the President more than they love this country” [VIDEO],fake
341,"Dec 21, 2018",BREAKING: 85-Yr-Old Justice Ruth Bader Ginsburg Undergoes Lung Cancer Surgery,fake
342,"Dec 21, 2018","JUST IN: Trump Tweets: “Mitch, get it done”…Asks McConnell To Go The Extra Mile To Fund Border Wall #NuclearOption #BuildTheWall",fake
343,"Dec 20, 2018",FUNNY VIDEO! Trump Sings Wearing Overalls and Holding a Pitchfork to Celebrate Farm Bill Signing [Video],fake
344,"Dec 19, 2018",BUSTED! VIDEO SURFACES OF Michelle Obama Doing The Exact Same Thing She Mocked Melania For Doing At The Inauguration,fake
345,"Dec 19, 2018",JUST IN: Explosive Court Filing Proves John McCain Connection to Steele Dossier,fake
346,"Dec 19, 2018",WATCH: 3-Year Old Crushes the National Anthem…Becomes Viral Sensation [Video],fake
347,"Dec 18, 2018","FEDS ANNOUNCE Billions In Aid For Mexico, Central America But No Border Wall Funding?",fake
348,"Dec 18, 2018",DRAMATIC MOMENTS In Decision To Delay Flynn Sentencing,fake
349,"Dec 18, 2018",HARSH JUDGE CALLS FLYNN A SELLOUT: Flynn Confers With Lawyers After Refusal to “Rethink” Guilty Plea [Video],fake
350,"Dec 18, 2018",JUST IN: LEFTIST MOB THAT ATTACKED Florida AG Pam Bondi At Movie Theater Got $500K From George Soros Group [VIDEO],fake
351,"Dec 17, 2018",BOMBSHELL! Christopher Steele: I was Hired to Help Hillary Clinton Challenge The 2016 Election Results,fake
352,"Dec 17, 2018",“WITCH COMMUNITY” DEMANDS Trump Ban On Calling Mueller Witch Hunt A “Witch Hunt”,fake
353,"Dec 17, 2018",JUST IN: “TAKE THE VICTORY!”…Fed Chairman Called Out By Trump For Interest Rate Hike Threat,fake
354,"Dec 17, 2018",NEWLY ELECTED Somali MUSLIM Congresswoman Mocks JESUS And MIKE PENCE,fake
355,"Dec 16, 2018",“MORE SUNLIGHT”: DEVIN NUNES Reveals How He Plans To Get FISA Documents Released [Video],fake
356,"Dec 16, 2018",RUDY GIULIANI: General Flynn Was “Railroaded” and “Framed”…Trump Will Sit Down With Mueller ”OVER MY DEAD BODY!” [VIDEO],fake
357,"Dec 16, 2018",NEWLY ELECTED MUSLIM Congresswoman Joins Fight Against Amazon to DEMAND More Time For Muslim Workers To Pray,fake
358,"Dec 16, 2018",JUST IN: Father Of 7-Year Old Girl Who Died At Border Suddenly Disputes Report…Hires Lawyers,fake
359,"Dec 16, 2018",DEM CITY COUNCIL Votes To END RACISM By Moving Low-Income Families Into Upscale Neighborhoods,fake
360,"Dec 16, 2018",WATCH: Did Trump Just Troll The Critics? Thanks Melania For “Terrific Job” On Christmas Decorations [Video],fake
361,"Dec 16, 2018",JUST IN: TRUMP ANNOUNCES Help For “US Military Hero” Charged With Killing Terrorist #MattGolsteyn,fake
362,"Dec 15, 2018",FATHER OF 7-YEAR OLD Who Died At Border Speaks Out To Set The Record Straight,fake
363,"Dec 15, 2018",PERFECTION! FIRST LADY MELANIA TRUMP Wears Stunning White Dress To White House Christmas Party [Video],fake
364,"Dec 15, 2018",WATCH: Amazing Turnout To Pay Respects To Our Fallen Soldiers At Arlington [Video] #WreathsAcrossAmerica,fake
365,"Dec 14, 2018",BREAKING BOMBSHELL: Obamacare STRUCK DOWN By Fed Judge Less Than 24 Hours Before Sign Up Deadline,fake
366,"Dec 14, 2018",JUST IN: Trump Names New Acting Chief Of Staff Who Said Of D.C.: “This place is much more rotten than we thought.” #ChiefOfStaff,fake
367,"Dec 14, 2018",BREAKING BOMBSHELL: MAJOR COMPANY KNEW Their Popular Product Contained Asbestos For Decades,fake
368,"Dec 14, 2018",KARMA PAYS BRUTAL VISIT To Never-Trump #WeeklyStandard,fake
369,"Dec 14, 2018",BASEBALL GREAT CURT SCHILLING Slams Alexandria Ocasio Cortez…Gives Her A Scathing Reality Check,fake
370,"Dec 13, 2018",RUSSIAN AGENT Who Spent 5 Months In Solitary Confinement PLEADS GUILTY To ONE Charge… Is NOT Tied To Mueller Investigation,fake
371,"Dec 13, 2018",LOL! JESSEE WATTERS Shares HILARIOUS Texts From His Liberal Democrat Mom,fake
372,"Dec 13, 2018",JUST IN: STRZOK and PAGE iPhones Were RESET During Mueller Investigation,fake
373,"Dec 13, 2018",CHIEF OF STAFF NEWT GINGRICH?,fake
374,"Dec 12, 2018",BREAKING BOMBSHELL: Fed Judge Gives FBI Two Days To Produce Documents That Could Prove Gen. Flynn Was Set Up,fake
375,"Dec 12, 2018",CHICAGO MAYOR Pushes For A New 20 Cent Gas Tax…Get Out The Yellow Vests?,fake
376,"Dec 12, 2018",BREAKING BOMBSHELL: Fed Judge Gives FBI Two Days To Produce Documents That Could Prove Gen. Flynn Was Set Up,fake
377,"Dec 12, 2018",CHICAGO MAYOR Pushes For A New 20 Cent Gas Tax…Get Out The Yellow Vests?,fake
378,"Dec 12, 2018",LOL! 29-YR-OLD Ocasio-Cortez: Constitutional Age Limit For President Only Applies To Men,fake
379,"Dec 12, 2018",WATCH: Shocking Truth Exposed of “Full Extent” of Russian Meddling on Google in 2016,fake
380,"Dec 12, 2018",CAUGHT ON VIDEO: Hillary and John Kerry Dance At Lavish Bollywood Wedding [Video],fake
381,"Dec 12, 2018",THE ART OF THE DEAL: China To Boost US Crop Buys and Drastically Slash Tariffs On US Cars,fake
382,"Dec 11, 2018","BORDER REPORT: Two-Year Old Found Near Border Without Parents…Drugs, Criminals, Sex Offenders #BuildTheWall",fake
383,"Dec 11, 2018",MUST WATCH: Best Moment Of Trump Takedown Of Schumer [Video] #BuildTheWall,fake
384,"Dec 11, 2018",PC PELOSI: Says “Christmas” Present Then Corrects Herself To Say “Holiday” Present [Video],fake
385,"Dec 11, 2018","MUST WATCH! Entire Video of Trump, Pelosi, Schumer Fireworks [Video]",fake
386,"Dec 11, 2018",WATCH: PELOSI AND SCHUMER Act Like Cockroaches In Sunlight During Public Negotiations With Trump On Border Wall,fake
387,"Dec 11, 2018",DEMOCRAT SHOCKS ON TRUMP IMPEACHMENT: “…Undo The Will Of The Voters”,fake
388,"Dec 10, 2018",CLINTON WHISTLEBLOWER: “I know where the bodies are buried!”,fake
389,"Dec 10, 2018",HARD TO WATCH: Students Relinquish Brains To Remain In Good Standing With Democrat Party [VIDEO],fake
390,"Dec 10, 2018",DOES THIS CHANGE EVERYTHING? “Black Face” and “Transvestite” Tweets From Twitter CEO Are Uncovered,fake
391,"Dec 8, 2018",TRUMP SUPPORTER KID ROCK Just Made Christmas Great Again for 350 Nashville Families,fake
392,"Dec 8, 2018",Bravo! What Chick-Fil-A Did Today For Our Military Is Why We Support Them 100%,fake
393,"Dec 8, 2018",SCARAMUCCI: “Very Obvious” John Kelly Dislikes The President [Video],fake
394,"Dec 7, 2018",JUST IN: Rep. Matt Gaetz Tells Why He Thinks Trump Should Pardon Manafort [Video],fake
395,"Dec 7, 2018",GOP CONGRESSMAN Exposes Republican Cover-Up Of Comey Crimes: “Republican Leadership Did Not Want Us to Get to the Bottom of the Facts”,fake
396,"Dec 7, 2018",BREAKING: FED PROSECUTORS Recommend Substantial ‘Term of Imprisonment’ for Michael Cohen,fake
397,"Dec 7, 2018",BREAKING: MACRON GOES MISSING As France Burns,fake
398,"Dec 7, 2018","JUST IN: Donald Trump Jr. Slams Dem Socialist Ocasio Cortez In Hilarious Meme: Americans want to walk their dogs, not eat them.”",fake
399,"Dec 7, 2018",JUST IN: Questions Deep State DOJ Attorneys Instruct “Dirty Cop” James Comey NOT To Answer Are VERY Telling,fake
400,"Dec 7, 2018",FIVE REASON WHY Trump May Have Fired “Unaccomplished” Secretary of State Rex Tillerson,fake
401,"Dec 7, 2018",JUST IN: Trump Calls Out Fake News…Warns Of 87-Page Bombshell Report Countering Mueller,fake
402,"Dec 7, 2018",JUST IN: Trump Fights Back With Key Questions About Mueller Probe And “Crooked Hillary”,fake
403,"Dec 7, 2018",BREAKING REPORT: Trump Picks Heather Nauert For UN Ambassador,fake
404,"Dec 6, 2018",DEMOCRAT PARTY LEADER Concerned People Are Voting For Republicans Because “They Buy” What They Hear At Church,fake
405,"Dec 6, 2018",“IT WILL BE BIPARTISAN”… Pelosi Claims “Common-Sense” Gun Legislation Coming Soon,fake
406,"Dec 6, 2018",TRASHY CNN ANCHOR Uses Vulgar Term On-Air…Tries To Walk It Back [Video],fake
407,"Dec 5, 2018",SCREENSHOT DURING BUSH FUNERAL OF CNN SUBTITLE Exposes Ridiculous Lies About President Trump,fake
408,"Dec 5, 2018",JUDGE NAPOLITANO DROPS Reported Bombshell: “I do know that Donald Jr. has told friends he expects to be indicted”,fake
409,"Dec 5, 2018",JOKE OF THE DAY: President Trump and Democrat Nancy Pelosi Go Ice Fishing,fake
410,"Dec 5, 2018",JUST IN: PRESIDENT TRUMP Set To Dump Another Obama Regulation,fake
411,"Dec 5, 2018",JOKE OF THE DAY: President Trump and Democrat Nancy Pelosi Go Ice Fishing,fake
412,"Dec 5, 2018",JUST IN: PRESIDENT TRUMP Set To Dump Another Obama Regulation,fake
413,"Dec 5, 2018",EMOTIONAL EULOGY Delivered By George W. Bush Includes Touching Moment You Might Have Missed,fake
414,"Dec 5, 2018",NFL PLAYER CAUGHT On Video Brutally Beating Up A Young Female Was Also Captured Sitting For Our National Anthem To Protest Police Brutality,fake
415,"Dec 5, 2018",JUST IN: Fox News’ Chris Wallace Even Notices How Trumps Are Received At Bush Funeral [Video],fake
416,"Dec 5, 2018",KARMA? Arrogant NEVER-TRUMP Publication Gets Very Bad News,fake
417,"Dec 5, 2018",DEEP STATE UPDATE: Last High-Ranking FBI Official Involved In Both Trump and Hillary Investigations To RETIRE With FULL BENEFITS,fake
418,"Dec 4, 2018",SC INMATE Finds Out Hard Way Not To KICK Down Door Of Gun Owning Woman,fake
419,"Dec 4, 2018",WATCH: RAND PAUL GOES Scorched Earth On Deep State After CIA Locks Him Out Of Senate Briefing On Khashoggi,fake
420,"Dec 4, 2018",WATCH DEM SENATOR Claims Dems Too Smart To Connect With Voters [Video],fake
421,"Dec 3, 2018",KID ROCK WAS RIGHT! Joy Behar Just Flipped Out On Meghan McCain About Trump [Video],fake
422,"Dec 3, 2018",BREAKING REPORT: Mueller Withheld Bombshell Evidence From Court That Would Exonerate President Trump,fake
423,"Dec 3, 2018",PRICELESS PHOTO Of Senator Orrin Hatch: “When someone asks you to share your bacon.”,fake
